,event_id,investigation_type,event_date,aircraft_damage,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,event_month,event_day,total_injured
88147,20220718105502,Accident,2022-07-14,Substantial,Airplane,cessna,210,1,Reciprocating,0,0,0,4,vmc,Unknown,2022,7,3,0
88148,20220716105484,Accident,2022-07-15,Destroyed,Airplane,cessna,210c,1,Reciprocating,2,0,0,0,imc,Unknown,2022,7,4,2
88149,20220717105493,Accident,2022-07-15,Destroyed,Airplane,cessna,a188,1,Reciprocating,1,0,0,0,unk,Unknown,2022,7,4,1
88150,20220717105495,Accident,2022-07-15,Destroyed,Airplane,cessna,t210f,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,4,0
88151,20220718105506,Accident,2022-07-15,Destroyed,Airplane,air tractor,at-802f,1,Turbo Prop,1,0,0,0,unk,Unknown,2022,7,4,1
88152,20220719105515,Accident,2022-07-15,Substantial,Airplane,piper,pa-28-161,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,7,4,1
88153,20220719105516,Accident,2022-07-15,Substantial,Airplane,cessna,150g,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,4,0
88154,20220719105518,Accident,2022-07-15,Substantial,Airplane,cessna,305a,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,7,4,1
88155,20220719105523,Accident,2022-07-15,Substantial,Airplane,dehavilland,beaver dhc-2 mk.1,1,Reciprocating,0,0,0,4,vmc,Unknown,2022,7,4,0
88156,20220719105524,Accident,2022-07-15,Substantial,Airplane,taylorcraft aviation corp,f19,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,4,0
88157,20220719105526,Accident,2022-07-15,Substantial,Airplane,piper,pa-18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,4,0
88158,20220720105531,Accident,2022-07-15,Substantial,Airplane,raytheon aircraft company,400a,1,Turbo Fan,0,0,0,2,vmc,Unknown,2022,7,4,0
88159,20220727105591,Accident,2022-07-15,Substantial,Airplane,taylorcraft aviation corp.,f21,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,4,0
88160,20220716105485,Accident,2022-07-16,Substantial,Airplane,piper,pa-12,1,Reciprocating,1,0,0,0,vmc,Unknown,2022,7,5,1
88161,20220716105487,Accident,2022-07-16,Substantial,Airplane,stucky steven d,rv-7,1,Reciprocating,1,0,0,0,vmc,Unknown,2022,7,5,1
88162,20220717105489,Accident,2022-07-16,Destroyed,Airplane,aeronca,7bcm,1,Reciprocating,1,0,0,0,unk,Unknown,2022,7,5,1
88163,20220719105521,Accident,2022-07-16,Unknown,Airplane,boeing,737,1,Turbo Fan,0,0,1,132,unk,Unknown,2022,7,5,1
88164,20220720105527,Accident,2022-07-16,Unknown,Helicopter,robinson,r44,1,Reciprocating,3,0,0,0,unk,Unknown,2022,7,5,3
88165,20220720105528,Accident,2022-07-16,Substantial,Airplane,allan g pixley,thatcher cx4,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,5,1
88166,20220726105576,Accident,2022-07-16,Substantial,Airplane,cessna,421b,1,Reciprocating,0,1,0,4,vmc,Unknown,2022,7,5,1
88167,20220802105640,Accident,2022-07-16,Substantial,Airplane,cessna,172rg,1,Reciprocating,0,0,0,0,unk,Unknown,2022,7,5,0
88168,20220802105640,Accident,2022-07-16,Substantial,Helicopter,robinson,r44,1,Reciprocating,0,0,0,0,unk,Unknown,2022,7,5,0
88169,20220811105719,Accident,2022-07-16,Substantial,Glider,vickers-slingsby,t65a,1,Unknown,0,1,0,0,vmc,Unknown,2022,7,5,1
88170,20220825105797,Accident,2022-07-16,Substantial,Airplane,mxr technologies inc,mxs,1,Reciprocating,0,0,0,1,unk,Unknown,2022,7,5,0
88171,20221006106071,Accident,2022-07-16,Substantial,Airplane,easter william c,m-1,1,Reciprocating,0,0,0,1,unk,Unknown,2022,7,5,0
88172,20220717105488,Accident,2022-07-17,Substantial,Helicopter,bell,uh-1h,1,Turbo Shaft,4,0,0,0,vmc,Unknown,2022,7,6,4
88173,20220717105490,Accident,2022-07-17,Destroyed,Airplane,cessna,t337g,1,Reciprocating,4,0,0,0,vmc,Unknown,2022,7,6,4
88174,20220718105496,Accident,2022-07-17,Destroyed,Airplane,piper,pa 46-350p,1,Reciprocating,4,0,0,0,vmc,Unknown,2022,7,6,4
88175,20220718105496,Accident,2022-07-17,Destroyed,Airplane,cessna,172n,1,Reciprocating,4,0,0,0,vmc,Unknown,2022,7,6,4
88176,20220718105503,Accident,2022-07-17,Destroyed,WSFT,evolution aircraft inc,revolt,1,Reciprocating,2,0,0,0,vmc,Unknown,2022,7,6,2
88177,20220718105509,Accident,2022-07-17,Substantial,Airplane,socata,tb21,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,6,0
88178,20220719105517,Accident,2022-07-17,Substantial,Airplane,champion,7gcbc,1,Reciprocating,1,0,0,0,unk,Unknown,2022,7,6,1
88179,20220720105529,Accident,2022-07-17,Substantial,Airplane,cessna,172p,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,6,0
88180,20220721105543,Accident,2022-07-17,Substantial,Airplane,cessna,150,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,6,0
88181,20220722105545,Accident,2022-07-17,Substantial,Helicopter,robinson helicopter,r22 beta,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,6,0
88182,20220726105581,Accident,2022-07-17,Substantial,Airplane,bellanca,7kcab,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,7,6,1
88183,20220718105504,Accident,2022-07-18,Destroyed,Airplane,knight,aa nieuport 28,1,Unknown,1,0,0,0,vmc,Unknown,2022,7,0,1
88184,20220718105508,Accident,2022-07-18,Substantial,Airplane,just,highlander,1,Reciprocating,2,0,0,0,vmc,Unknown,2022,7,0,2
88185,20220719105512,Accident,2022-07-18,Unknown,Airplane,united consultants,uc-1,1,Reciprocating,2,0,0,0,unk,Unknown,2022,7,0,2
88186,20220719105513,Accident,2022-07-18,Substantial,Airplane,aero commander,112,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,0,0
88187,20220719105514,Accident,2022-07-18,Substantial,Helicopter,bell,206b,1,Turbo Shaft,0,0,0,1,vmc,Unknown,2022,7,0,0
88188,20220719105519,Accident,2022-07-18,Substantial,Airplane,vans,rv10,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,0,1
88189,20220720105532,Accident,2022-07-18,Substantial,Helicopter,aerospatiale,sa342j,1,Turbo Shaft,0,2,0,0,vmc,Unknown,2022,7,0,2
88190,20220720105534,Incident,2022-07-18,Unknown,Airplane,boeing,737,1,Turbo Fan,0,0,0,0,unk,Unknown,2022,7,0,0
88191,20220719105522,Accident,2022-07-19,Substantial,Helicopter,helicopteres guimbal,cabri g2,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,1,0
88192,20220720105530,Accident,2022-07-19,Substantial,Airplane,cessna,f150,1,Reciprocating,0,0,0,2,unk,Unknown,2022,7,1,0
88193,20220721105541,Accident,2022-07-19,Substantial,Airplane,cessna,172m,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,1,0
88194,20220801105635,Accident,2022-07-19,Substantial,Helicopter,bell,206l-3,1,Turbo Shaft,0,0,0,2,vmc,Unknown,2022,7,1,0
88195,20220817105755,Accident,2022-07-19,Substantial,Helicopter,enstrom,f28,1,Reciprocating,0,0,0,1,unk,Unknown,2022,7,1,0
88196,20220817105756,Accident,2022-07-19,Destroyed,Helicopter,robinson,r44,1,Reciprocating,1,0,0,0,unk,Unknown,2022,7,1,1
88197,20220720105536,Accident,2022-07-20,Substantial,Airplane,maule,m-5-235c,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,2,0
88198,20220720105537,Accident,2022-07-20,Substantial,Airplane,zenith,stol ch701,1,Reciprocating,0,0,2,0,vmc,Unknown,2022,7,2,2
88199,20220720105538,Accident,2022-07-20,Substantial,Airplane,champion,7kcab,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,2,0
88200,20220720105539,Accident,2022-07-20,Substantial,Airplane,air tractor,at502,1,Turbo Prop,1,0,0,0,unk,Unknown,2022,7,2,1
88201,20220721105540,Accident,2022-07-20,Substantial,Helicopter,eurocopter deutschland gmbh,ec 135,1,Turbo Shaft,0,0,0,3,vmc,Unknown,2022,7,2,0
88202,20220721105542,Accident,2022-07-20,Substantial,Airplane,beech,n35,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,2,0
88203,20220722105544,Accident,2022-07-21,Destroyed,Helicopter,columbia helicopters,ch-47d,1,Turbo Shaft,2,0,0,0,vmc,Unknown,2022,7,3,2
88204,20220722105547,Accident,2022-07-21,Substantial,Airplane,aeronca,7ac,1,Reciprocating,0,2,0,0,vmc,Unknown,2022,7,3,2
88205,20220722105548,Accident,2022-07-21,Substantial,Helicopter,bell,206b,1,Turbo Shaft,0,0,0,1,vmc,Unknown,2022,7,3,0
88206,20220726105579,Accident,2022-07-21,Substantial,Airplane,air tractor inc,at-502,1,Turbo Prop,0,0,0,1,vmc,Unknown,2022,7,3,0
88207,20220726105583,Accident,2022-07-21,Substantial,Airplane,beech,e33a,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,3,0
88208,20220809105694,Accident,2022-07-21,Substantial,Airplane,ayres corporation,s2r-t65,1,Turbo Shaft,0,0,0,1,vmc,Unknown,2022,7,3,0
88209,20220723105551,Accident,2022-07-22,Destroyed,Airplane,piper,pa-28-235,1,Reciprocating,2,0,0,0,vmc,Unknown,2022,7,4,2
88210,20220723105553,Accident,2022-07-22,Destroyed,Helicopter,robinson,r44,1,Reciprocating,0,0,0,1,unk,Unknown,2022,7,4,0
88211,20220725105560,Accident,2022-07-22,Substantial,Helicopter,robinson helicopter company,r44 ii,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,4,0
88212,20220725105561,Accident,2022-07-22,Substantial,Airplane,van's aircraft,rv-10,1,Reciprocating,0,0,0,3,vmc,Unknown,2022,7,4,0
88213,20220725105564,Accident,2022-07-22,Substantial,Airplane,cessna,180j,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,4,0
88214,20220725105571,Accident,2022-07-22,Substantial,Airplane,piper,j3c-65,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,4,1
88215,20220726105582,Accident,2022-07-22,Substantial,Airplane,cessna,152,1,Reciprocating,0,0,0,1,unk,Unknown,2022,7,4,0
88216,20220727105590,Accident,2022-07-22,Substantial,Airplane,vulcanair,v1,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,4,0
88217,20220804105662,Accident,2022-07-22,Substantial,Airplane,piper,pa-28-181,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,4,0
88218,20220809105701,Accident,2022-07-22,Substantial,Airplane,piper,pa-12,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,4,0
88219,20220723105554,Accident,2022-07-23,Substantial,Airplane,beech,a35,1,Reciprocating,1,0,1,0,vmc,Unknown,2022,7,5,2
88220,20220723105555,Accident,2022-07-23,Substantial,Airplane,north american,t-28b,1,Reciprocating,1,1,0,0,vmc,Unknown,2022,7,5,2
88221,20220724105556,Accident,2022-07-23,Unknown,Airplane,whitten robinson,aventura ii,1,Reciprocating,0,0,1,0,unk,Unknown,2022,7,5,1
88222,20220724105557,Accident,2022-07-23,Substantial,Airplane,stinson,108,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,5,0
88223,20220724105558,Accident,2022-07-23,Substantial,Airplane,cessna,t210l,1,Reciprocating,1,0,1,0,unk,Unknown,2022,7,5,2
88224,20220725105562,Accident,2022-07-23,Destroyed,Airplane,ayres corporation,s2r-t34,1,Turbo Prop,1,0,0,0,vmc,Unknown,2022,7,5,1
88225,20220725105565,Accident,2022-07-23,Substantial,Airplane,waco classic aircraft,ymf-f5c,1,Reciprocating,0,0,0,1,unk,Unknown,2022,7,5,0
88226,20220726105573,Accident,2022-07-23,Substantial,Airplane,miller-thorp,t-18 tiger,1,Reciprocating,0,1,0,1,vmc,Unknown,2022,7,5,1
88227,20220726105580,Accident,2022-07-23,Substantial,Glider,schweizer,sgs 2-33,1,Unknown,0,0,0,2,vmc,Unknown,2022,7,5,0
88228,20220726105586,Accident,2022-07-23,Substantial,Airplane,piper,pa-32-301,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,5,1
88229,20220725105559,Accident,2022-07-24,Substantial,Airplane,cessna,l-19e,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,7,6,1
88230,20220725105563,Accident,2022-07-24,Substantial,Airplane,beech,a36,1,Reciprocating,0,0,3,0,vmc,Unknown,2022,7,6,3
88231,20220725105566,Accident,2022-07-24,Substantial,Airplane,cessna,t310r,1,Reciprocating,0,0,0,2,unk,Unknown,2022,7,6,0
88232,20220725105567,Accident,2022-07-25,Destroyed,Airplane,holland mike,rv9a,1,Reciprocating,2,0,0,0,imc,Unknown,2022,7,0,2
88233,20220725105568,Accident,2022-07-25,Substantial,Helicopter,robinson helicopter company,r44 ii,1,Reciprocating,0,1,0,1,vmc,Unknown,2022,7,0,1
88234,20220725105570,Accident,2022-07-25,Substantial,Airplane,weatherly aviation co inc,620a,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,0,0
88235,20220726105575,Incident,2022-07-25,Unknown,Airplane,airbus,a320-214,1,Turbo Fan,0,0,0,178,unk,Unknown,2022,7,0,0
88236,20220726105578,Accident,2022-07-25,Substantial,WSFT,evolution aircraft inc,revolt,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,0,1
88237,20220727105593,Incident,2022-07-25,Unknown,Airplane,bombardier inc,cl-600-2d24,1,Turbo Fan,0,1,0,72,unk,Unknown,2022,7,0,1
88238,20220906105860,Accident,2022-07-25,Substantial,Airplane,cessna,172,1,Reciprocating,0,0,1,0,unk,Unknown,2022,7,0,1
88239,20220726105574,Accident,2022-07-26,Substantial,Helicopter,eurocopter,as365,1,Unknown,0,3,0,0,vmc,Unknown,2022,7,1,3
88240,20220727105589,Accident,2022-07-26,Destroyed,Airplane,air tractor inc.,at-802a,1,Turbo Prop,1,0,1,0,vmc,Unknown,2022,7,1,2
88241,20220727105589,Accident,2022-07-26,Substantial,Airplane,air tractor inc.,at-802,1,Turbo Prop,1,0,1,0,vmc,Unknown,2022,7,1,2
88242,20220727105597,Accident,2022-07-26,Substantial,Airplane,maule,m-4-210,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,1,0
88243,20220801105633,Accident,2022-07-26,Substantial,Airplane,schweizer aircraft corp,g-164b,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,7,1,1
88244,20220802105639,Accident,2022-07-26,Substantial,Airplane,de havilland,dhc2,1,Reciprocating,0,4,2,1,vmc,Unknown,2022,7,1,6
88245,20220727105598,Accident,2022-07-27,Substantial,Helicopter,robinson helicopter company,r22 mariner,1,Reciprocating,0,1,0,1,vmc,Unknown,2022,7,2,1
88246,20220728105600,Accident,2022-07-27,Substantial,Helicopter,garlick,oh-58a+,1,Turbo Shaft,0,1,0,0,unk,Unknown,2022,7,2,1
88247,20220728105614,Accident,2022-07-27,Unknown,Airplane,bombardier inc,bd-100-1a10,1,Turbo Fan,0,0,1,2,vmc,Unknown,2022,7,2,1
88248,20220802105645,Accident,2022-07-27,Substantial,Airplane,5 rivers llc,sq-2,1,Unknown,0,0,1,1,vmc,Unknown,2022,7,2,1
88249,20220805105672,Accident,2022-07-27,Substantial,Airplane,cessna,172k,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,2,0
88250,20220805105674,Accident,2022-07-27,Substantial,Airplane,piper,pa-28-181,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,2,0
88251,20220809105697,Accident,2022-07-27,Substantial,Airplane,piper,pa-18-150,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,2,0
88252,20220824105793,Accident,2022-07-27,Substantial,Airplane,mooney,m20c,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,2,0
88253,20221025106192,Accident,2022-07-27,Substantial,Airplane,beech,c23,1,Reciprocating,0,0,0,2,unk,Unknown,2022,7,2,0
88254,20220728105601,Accident,2022-07-28,Substantial,Airplane,consolidated aeronautics inc.,lake la-4-200,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,3,0
88255,20220729105619,Accident,2022-07-28,Substantial,Airplane,piper,pa-32rt-300t,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,3,1
88256,20220729105620,Accident,2022-07-28,Substantial,Helicopter,robinson helicopter company,r44 ii,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,3,0
88257,20220730105623,Accident,2022-07-28,Minor,Airplane,hollier b c,vans rv-8,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,3,0
88258,20220730105623,Accident,2022-07-28,Substantial,Airplane,meschler gary r,rv-4,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,3,0
88259,20220803105653,Accident,2022-07-28,Substantial,Airplane,piper,pa-18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,3,0
88260,20220805105670,Accident,2022-07-28,Minor,Airplane,cessna,207,1,Reciprocating,0,0,0,3,vmc,Unknown,2022,7,3,0
88261,20220809105695,Accident,2022-07-28,Substantial,Airplane,dehavilland,dhc-3,1,Turbo Prop,0,0,0,9,vmc,Unknown,2022,7,3,0
88262,20220730105621,Accident,2022-07-29,Substantial,Helicopter,eurocopter,as350,1,Turbo Shaft,0,1,2,0,vmc,Unknown,2022,7,4,3
88263,20220801105631,Accident,2022-07-29,Substantial,Airplane,piper,j3c-65,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,4,0
88264,20220801105636,Accident,2022-07-29,Substantial,Airplane,c a s a,212,1,Turbo Shaft,1,0,0,1,vmc,Unknown,2022,7,4,1
88265,20220803105648,Accident,2022-07-29,Substantial,Airplane,sonex aircraft,sonex,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,4,1
88266,20220803105657,Accident,2022-07-29,Substantial,Airplane,cessna,170b,1,Reciprocating,0,0,0,3,vmc,Unknown,2022,7,4,0
88267,20220808105690,Accident,2022-07-29,Substantial,Airplane,icp srl,savannah s,1,Unknown,0,0,0,1,unk,Unknown,2022,7,4,0
88268,20220730105622,Accident,2022-07-30,Substantial,Gyrocraft,harvey j brock,tango 2,1,Reciprocating,2,0,0,0,vmc,Unknown,2022,7,5,2
88269,20220730105624,Accident,2022-07-30,Destroyed,Airplane,air tractor inc,at-502a,1,Turbo Prop,1,0,0,0,vmc,Unknown,2022,7,5,1
88270,20220731105625,Incident,2022-07-30,Unknown,Airplane,boeing,737-800,1,Unknown,0,0,0,175,unk,Unknown,2022,7,5,0
88271,20220731105626,Accident,2022-07-30,Unknown,Airplane,luscombe,8a,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,5,1
88272,20220731105627,Accident,2022-07-30,Substantial,Airplane,textron aviation inc,g36,1,Reciprocating,0,0,1,0,vmc,Unknown,2022,7,5,1
88273,20220801105628,Accident,2022-07-30,Unknown,UNK,drone,viper pro,0,Unknown,0,0,0,0,unk,Unknown,2022,7,5,0
88274,20220801105630,Accident,2022-07-30,Substantial,Airplane,cessna,177rg,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,5,0
88275,20220803105650,Accident,2022-07-30,Substantial,Airplane,cessna,150e,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,5,0
88276,20220803105651,Accident,2022-07-30,Minor,Balloon,arbc inc dba lindstrand,150a,1,Reciprocating,0,1,3,0,vmc,Unknown,2022,7,5,4
88277,20220803105655,Accident,2022-07-30,Substantial,Airplane,stinson,108-1,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,7,5,0
88278,20220803105656,Accident,2022-07-30,Substantial,Airplane,cessna,120,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,5,0
88279,20220808105677,Accident,2022-07-30,Substantial,Airplane,cessna,172n,1,Reciprocating,0,2,0,0,vmc,Unknown,2022,7,5,2
88280,20220808105679,Accident,2022-07-30,Substantial,Airplane,beechcraft,35,1,Reciprocating,0,0,0,0,vmc,Unknown,2022,7,5,0
88281,20220801105634,Accident,2022-07-31,Substantial,Helicopter,robinson helicopter company,r44 ii,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,6,0
88282,20220810105709,Accident,2022-07-31,Substantial,Airplane,cessna,182e,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,7,6,0
88283,20220802105641,Accident,2022-08-01,Substantial,Airplane,beech,35,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,8,0,0
88284,20220802105642,Accident,2022-08-01,Substantial,Helicopter,bell helicopter textron,206b,1,Turbo Shaft,0,1,0,0,vmc,Unknown,2022,8,0,1
88285,20220802105643,Incident,2022-08-01,Substantial,Airplane,air tractor inc,at-502,1,Turbo Prop,0,0,0,1,unk,Unknown,2022,8,0,0
88286,20220803105649,Accident,2022-08-01,Destroyed,Airplane,air tractor inc,at-301,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,8,0,1
88287,20220805105673,Accident,2022-08-01,Destroyed,Airplane,piper,pa28,1,Reciprocating,1,0,1,0,unk,Unknown,2022,8,0,2
88288,20220802105644,Accident,2022-08-02,Substantial,Airplane,air tractor inc,at-502,1,Turbo Prop,1,0,0,0,vmc,Unknown,2022,8,1,1
88289,20220803105647,Accident,2022-08-02,Destroyed,Airplane,smith,aerostar 600,1,Reciprocating,2,0,0,0,vmc,Unknown,2022,8,1,2
88290,20220811105716,Accident,2022-08-02,Substantial,Airplane,piper,pa31,1,Reciprocating,0,0,0,8,unk,Unknown,2022,8,1,0
88291,20220803105658,Accident,2022-08-03,Substantial,Airplane,cirrus design corp,sr20,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,8,2,0
88292,20220803105659,Accident,2022-08-03,Substantial,Airplane,air tractor inc,at-502b,1,Turbo Prop,0,1,0,0,vmc,Unknown,2022,8,2,1
88293,20220804105660,Accident,2022-08-03,Substantial,Airplane,piper,j3c-65,1,Reciprocating,1,0,1,0,vmc,Unknown,2022,8,2,2
88294,20220804105664,Accident,2022-08-03,Substantial,Airplane,aeronca,7bcm,1,Reciprocating,0,1,0,1,vmc,Unknown,2022,8,2,1
88295,20220804105665,Accident,2022-08-03,Substantial,Airplane,eads socata,tbm 700,1,Turbo Prop,0,0,0,3,unk,Unknown,2022,8,2,0
88296,20220804105668,Accident,2022-08-03,Substantial,Airplane,c m stuhrenberg/p c polete,vans rv-10,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,8,2,0
88297,20220804105669,Accident,2022-08-03,Substantial,Helicopter,robinson helicopter,r44,1,Reciprocating,0,0,1,2,vmc,Unknown,2022,8,2,1
88298,20220822105781,Accident,2022-08-03,Unknown,Airplane,ayres,s2r,1,Reciprocating,1,0,0,0,unk,Unknown,2022,8,2,1
88299,20220822105782,Accident,2022-08-03,Substantial,Airplane,air tractor,at-802a,1,Turbo Prop,0,1,0,0,unk,Unknown,2022,8,2,1
88300,20220906105868,Accident,2022-08-03,Destroyed,Airplane,short,sc7,1,Turbo Prop,2,0,0,0,unk,Unknown,2022,8,2,2
88301,20221011106110,Accident,2022-08-03,Substantial,Airplane,dehavilland,beaver u-6a,1,Reciprocating,0,0,0,7,vmc,Unknown,2022,8,2,0
88302,20220804105666,Accident,2022-08-04,Substantial,Helicopter,airbus helicopters inc,as350b3,1,Turbo Shaft,0,0,0,2,vmc,Unknown,2022,8,3,0
88303,20220804105667,Accident,2022-08-04,Substantial,Airplane,cessna,182c,1,Reciprocating,0,1,0,0,unk,Unknown,2022,8,3,1
88304,20220808105681,Accident,2022-08-04,Substantial,Balloon,ultramagic sa,m56c,1,Unknown,0,0,0,1,vmc,Unknown,2022,8,3,0
88305,20220808105689,Accident,2022-08-04,Substantial,Airplane,cessna,182p,1,Reciprocating,0,1,0,0,vmc,Unknown,2022,8,3,1
88306,20220809105696,Accident,2022-08-04,Substantial,Airplane,cessna,180c,1,Reciprocating,0,0,0,3,vmc,Unknown,2022,8,3,0
88307,20220812105728,Accident,2022-08-04,Substantial,Glider,schweizer,sgs 2-33a,1,Unknown,0,0,0,2,vmc,Unknown,2022,8,3,0
88308,20220913105919,Accident,2022-08-04,Substantial,Airplane,piper,pa-28-140,1,Reciprocating,0,0,0,2,unk,Unknown,2022,8,3,0
88309,20220808105687,Accident,2022-08-05,Substantial,Helicopter,robinson helicopter company,r44 ii,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,8,4,0
88310,20220808105688,Accident,2022-08-05,Substantial,Airplane,cessna,182q,1,Reciprocating,0,0,0,3,vmc,Unknown,2022,8,4,0
88311,20220809105698,Accident,2022-08-05,Substantial,Airplane,piper,pa-28-160,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,8,4,0
88312,20220809105705,Accident,2022-08-05,Substantial,Airplane,piper,pa-28-140,1,Reciprocating,0,0,0,1,vmc,Unknown,2022,8,4,0
88313,20220810105712,Accident,2022-08-05,Substantial,Airplane,cessna,182b,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,8,4,0
88314,20220808105682,Accident,2022-08-06,Substantial,Airplane,aerotek,pitts special s-1s,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,8,5,0
88315,20220808105682,Accident,2022-08-06,Substantial,Airplane,waco,upf-7,1,Reciprocating,0,0,0,2,vmc,Unknown,2022,8,5,0
88316,20220808105684,Accident,2022-08-06,Substantial,Airplane,boeing,777,1,Turbo Fan,0,0,0,2,vmc,Unknown,2022,8,5,0
88317,20220808105691,Accident,2022-08-06,Substantial,Glider,burkhart grob flugzeugbau,g102 club astir iiib,1,Unknown,0,0,1,0,vmc,Unknown,2022,8,5,1
88318,20220810105708,Accident,2022-08-06,Substantial,Airplane,piper,pa-28-161,1,Reciprocating,0,0,0,2,unk,Unknown,2022,8,5,0
88319,20220811105714,Accident,2022-08-06,Unknown,Airplane,boeing,757-251,1,Turbo Fan,0,0,0,203,unk,Unknown,2022,8,5,0
88320,20220811105718,Accident,2022-08-06,Substantial,Helicopter,robinson,r22,1,Reciprocating,0,0,0,1,unk,Unknown,2022,8,5,0
